Vergäze-Codognan,Agde,76.79863382511599
Caussade,Agde,181.81254509001317
Elne,Agde,89.93744966347616
Montpellier Sud-de-France,Agde,47.18906374657046
Vic-Mireval,Agde,33.76658515186334
Collioure,Agde,93.40303432090454
St-Gilles-du-Gard,Agde,87.36961309683369
Le Monastier,Agde,133.49425711943297
Bram,Agde,109.61528898983464
St-CÇsaire,Agde,88.74546263748037
Chamborigaud,Agde,116.72357738733574
Pommevic,Agde,222.15108930778635
Montauban-Ville-Bourbon,Agde,188.112149938707
Le Cailar,Agde,74.22269575269488
Säte,Agde,21.41503240297725
Träbes,Agde,84.73064448122928
Les Salelles,Agde,130.38313939514043
St-Jory,Agde,175.68003078385118
St-Jean-Pla-de-Corts,Agde,104.83176370999549
Fenouillet-St-Alban,Agde,171.88278790512115
Beaucaire-Marchandises,Agde,108.11603364902363
Beaucaire-Marchandises,Agde,108.17614999218696
Beaumont-de-Lomagne,Agde,209.76111214611353
Salindres,Agde,109.9665734278063
Barjac,Agde,131.3948541704811
Bourg-Madame,Agde,158.2886118531516
Lamagistäre,Agde,231.03350397590333
Marseillan-Plage,Agde,5.612466478382157
St-Georges-de-Luzenáon,Agde,91.845288382758
SalÇchan-Siradan,Agde,234.02080753010375
Lacourtensourt,Agde,170.42152386345722
Carcassonne,Agde,91.1063890032371
Fauga,Agde,177.37463941115956
Salses,Agde,69.78268352059825
Villefort,Agde,129.958524552241
Le Bruel,Agde,129.5922026746239
Rivesaltes,Agde,78.31513201121332
St-Martin-du-Touch,Agde,172.46605936506927
Lunel-Viel,Agde,64.81326719546578
Gourdon,Agde,229.68482606514436
Bagnols-Chadenet,Agde,135.18835672982524
Lalande-êglise,Agde,168.83938567187525
Labäge-Innopole,Agde,160.22166121111377
St-Denis-präs-Martel,Agde,231.27018821095893
Boussens,Agde,203.21324304708185
Lexos,Agde,156.88462847051815
Tarascon-sur-Ariäge,Agde,160.66847475979196
Villefranche-de-Rouergue,Agde,162.24671716239274
RoquesÇriäre,Agde,156.92694252659703
MÇrenvielle,Agde,190.7219894254361
Err,Agde,152.4644530197058
Espira-de-l'Agly,Agde,79.58649072251761
Salles-Courbatiäs,Agde,170.249327269441
St-JuÇry,Agde,123.3978524319987
L'Isle-Jourdain,Agde,195.20836737776906
Souillac,Agde,238.03841534983349
Vayrac,Agde,229.67998661675801
Saillagouse,Agde,151.2608335722182
Olette-Canaveilles-les-Bains,Agde,129.20847733886626
Lavilledieu,Agde,198.33299699528712
Montaudran,Agde,163.28159188366425
Pibrac,Agde,179.4110882748596
St-Denis-Catus,Agde,216.75222409101772
Luchon,Agde,240.84468627623488
Villefranche-de-Lauragais,Agde,142.28944106485125
Belvezet,Agde,140.12706799676653
Marignac-St-BÇat,Agde,233.401664336935
Martres-Tolosane,Agde,199.5001579399702
Lunel,Agde,67.11177512690888
Serdinya,Agde,125.1603757353659
Golfech,Agde,228.51629262542227
Tessonniäres,Agde,140.8597921125473
Fenouillet,Agde,171.91381467947198
Coursan,Agde,34.97784047388001
Boucoiran,Agde,94.90474358922337
Empalot,Agde,167.42490074799701
Muret,Agde,174.41060542082886
Chasseradäs,Agde,140.599809330426
St-Jean-de-Verges,Agde,154.92262185214207
Joncet,Agde,126.29532650525317
Labarthe-Inard,Agde,213.79541697259933
Rocamadour-Padirac,Agde,220.93738839848828
L'Hospitalet-präs-l'Andorre,Agde,158.2471879257871
Ste-LÇocadie,Agde,153.71166206019385
Lisle-sur-Tarn,Agde,146.73619127683682
Mazamet,Agde,90.7032506020543
St-Gaudens,Agde,223.76064373292263
Aimargues,Agde,72.17543785816606
Allenc,Agde,136.9183527785076
Caudiäs,Agde,105.40303216023135
Latour-de-Carol-Enveitg,Agde,159.29518980715318
Gramat,Agde,213.8149853341454
Montpellier-St-Roch,Agde,46.478658050181416
Ria,Agde,118.36646231846082
Ille-sur-Tàt,Agde,99.62990327623373
Le Monastier,Agde,133.22443500361243
Banassac-La Canourgue,Agde,127.42942837500244
Saverdun,Agde,154.16318406844718
Perpignan,Agde,84.01872901084914
LÇzignan-la-Cäbe,Agde,19.793422599349206
BÇdarieux,Agde,41.29323971982977
Cahors,Agde,206.174022068738
Montlaur,Agde,153.9646178768315
Uchaud,Agde,81.11800403844303
Montbartier,Agde,190.110960999976
Baillargues,Agde,57.423230028009456
Bretenoux-Biars,Agde,221.06732958589444
Les Quatre-Routes,Agde,236.8903032514321
Les Ramassiers,Agde,174.00040070420573
Langogne,Agde,160.27080047136832
Thuäs-les-Bains,Agde,132.5150893962854
Damiatte-St-Paul,Agde,126.4793455405213
Aigues-Vives,Agde,74.28812942598451
Gallargues,Agde,72.13500153350766
Milhaud,Agde,85.48389250847391
SÇvÇrac-le-ChÉteau,Agde,116.80766919313628
Baraqueville-Carcenac-Peyraläs,Agde,134.91863946890868
Thuäs,Agde,134.57495096312067
Colomiers-LycÇe-International,Agde,177.341818530541
Rodez,Agde,136.26790656880544
St-Sulpice,Agde,153.02259763852103
Cerbäre,Agde,100.32347748424192
Lannemezan,Agde,251.21686535993857
Toulouse-Matabiau,Agde,166.08520401603587
Cintegabelle,Agde,157.90799705920514
Les Cabrils,Agde,56.12425517626876
Albias,Agde,184.34634347471732
Figeac,Agde,183.24721594538664
Loures-Barbazan,Agde,234.5850058054582
Labäge-Village,Agde,158.35188465812107
LÇzignan (Aude),Agde,58.0521122519962
Quillan,Agde,115.67141671057571
Magalas,Agde,25.463213098564
Foix,Agde,156.1707666347073
Ur-les-Escaldes,Agde,157.08729917595554
Laval-de-Cäre,Agde,219.18053327756172
Nåmes-Pont du Gard,Agde,100.72924274187116
Florensac,Agde,8.33376557970322
Capdenac,Agde,179.09702205074495
Chirac,Agde,135.08233785777958
Gimont-Cahuzac,Agde,213.20620651245395
Portet-St-Simon,Agde,169.92617995762708
Lalbenque-Fontanes,Agde,193.55296969181103
St-Agne,Agde,165.8759064992002
Balsiäges-Bourg,Agde,129.39605120516225
Le Boulou-Perthus,Agde,102.39661094475211
LaguÇpie,Agde,151.71773777698414
Baziäge,Agde,150.29174252306083
Castelsarrasin,Agde,205.97759564985702
St-Sulpice,Agde,153.05481647756497
Rodez,Agde,136.2679064641142
Alet-les-Bains,Agde,105.02297930170131
Les Cabannes,Agde,156.60991647882435
Banyuls-sur-Mer,Agde,96.83713339137462
Couiza-Montazels,Agde,107.56468371070501
Labruguiäre,Agde,100.91633563531617
GÇnolhac,Agde,120.87430332111236
Grisolles,Agde,183.81658881962517
Bagnac,Agde,182.77617571983896
Narbonne,Agde,39.68398469891704
MontrÇjeau-Gourdan-Polignan,Agde,236.68607816514722
Villeneuve-läs-Maguelone,Agde,39.916606819766166
Sauto,Agde,139.7034184422741
Frontignan,Agde,27.57158119270196
Lavaur,Agde,140.43918758395952
Gragnague,Agde,159.24077987102595
Condom,Agde,260.28420041641317
Figeac,Agde,183.36568792730515
Nåmes,Agde,92.46894212948416
Capvern,Agde,256.04613594903435
EspÇraza,Agde,110.10362604439912
La Bastide-St-Laurent-les-Bains,Agde,145.9590515898452
Säte,Agde,21.67460306832534
Labäge-Village,Agde,158.38794897943308
BÇdarieux,Agde,41.091668481177095
Auch,Agde,235.05222463068387
Le Bousquet-d'Orb,Agde,47.99524748375807
Carbonne,Agde,182.99151922140553
Lunas,Agde,48.79452097926302
St-Paul-de-Fenouillet,Agde,96.28212542111672
Planäs,Agde,141.5029696912302
Valence-d'Agen,Agde,225.51026882014995
Aigues-Mortes,Agde,65.02841282593072
Millas,Agde,94.11964965455647
Gaillac,Agde,142.73480015542168
BÇtaille,Agde,227.6236765647008
Pamiers,Agde,151.75878055904744
St-ChÇly-d'Apcher,Agde,165.65869498019046
ThÇdirac-Peyrilles,Agde,222.7229658711701
Aumont-Aubrac,Agde,156.327096781139
Chanac,Agde,128.87599799447844
Beaucaire,Agde,109.52315208972082
Remoulins-Pont-du-Gard,Agde,112.49381242160428
Nyers,Agde,130.71955775053482
Brax-LÇguevin,Agde,183.41984446454643
Cazäres-sur-Garonne,Agde,193.96884805812863
Campagnac-St-Geniez,Agde,126.87457877296521
St-FÇliu-d'Avall,Agde,92.69592776509427
